"id","condition","sender","sender_id","counter_learning_veggie","counter_learning_fruit","response","button1","button2","response_action","feedback_fruit","feedback_veggie","button_not_chosen","button_chosen","drawn_fruit","drawn_veggie"
"83310870ji","D","Sequence_fruits","7_3_3_0_9_17",NA,70,"button2","banana.svg","cherry.svg","keypress(l,L)",TRUE,NA,"banana.svg","cherry.svg","cherry.svg",NA
"83310870ji","D","Sequence_fruits","7_3_3_0_9_18",NA,71,"button2","strawberry.svg","orange.svg","keypress(l,L)",FALSE,NA,"strawberry.svg","orange.svg","strawberry.svg",NA
"83310870ji","D","Sequence_fruits","7_3_3_0_9_19",NA,72,"button1","strawberry.svg","orange.svg","keypress(s,S)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"83310870ji","D","Sequence_fruits","7_3_3_0_9_20",NA,73,"button1","orange.svg","strawberry.svg","keypress(s,S)",TRUE,NA,"strawberry.svg","orange.svg","orange.svg",NA
"83310870ji","D","Sequence_fruits","7_3_3_0_9_21",NA,74,"button2","cherry.svg","banana.svg","keypress(l,L)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"83310870ji","D","Sequence_fruits","7_3_3_0_9_22",NA,75,"button1","banana.svg","cherry.svg","keypress(s,S)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"83310870ji","D","Sequence_fruits","7_3_3_0_9_23",NA,76,"button2","strawberry.svg","orange.svg","keypress(l,L)",TRUE,NA,"strawberry.svg","orange.svg","orange.svg",NA
"83310870ji","D","Sequence_fruits","7_3_3_0_9_24",NA,77,"button2","strawberry.svg","orange.svg","keypress(l,L)",TRUE,NA,"strawberry.svg","orange.svg","orange.svg",NA
"83310870ji","D","Sequence_fruits","7_3_3_0_9_25",NA,78,"button1","strawberry.svg","orange.svg","keypress(s,S)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"83310870ji","D","Sequence_fruits","7_3_3_0_9_26",NA,79,"button1","orange.svg","strawberry.svg","keypress(s,S)",FALSE,NA,"strawberry.svg","orange.svg","strawberry.svg",NA
"83310870ji","D","Sequence_fruits","7_3_3_0_9_27",NA,80,"button2","orange.svg","strawberry.svg","keypress(l,L)",FALSE,NA,"orange.svg","strawberry.svg","orange.svg",NA
"83310870ji","D","Loop_fruits3",NA,NA,NA,"Continue",NA,NA,"keypress(Enter)",NA,NA,NA,NA,NA,NA
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_0",1,NA,"button1","tomato.svg","carrot.svg","keypress(s,S)",NA,TRUE,"carrot.svg","tomato.svg",NA,"tomato.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_1",2,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_2",3,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,FALSE,"raddish.svg","broccoli.svg",NA,"raddish.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_3",4,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_4",5,NA,"button2","broccoli.svg","raddish.svg","keypress(l,L)",NA,FALSE,"broccoli.svg","raddish.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_5",6,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_6",7,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_7",8,NA,"button2","carrot.svg","tomato.svg","keypress(l,L)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_8",9,NA,"button2","carrot.svg","tomato.svg","keypress(l,L)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_9",10,NA,"button2","carrot.svg","tomato.svg","keypress(l,L)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_10",11,NA,"button1","tomato.svg","carrot.svg","keypress(s,S)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_11",12,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_12",13,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,FALSE,"tomato.svg","carrot.svg",NA,"tomato.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_13",14,NA,"button1","raddish.svg","broccoli.svg","keypress(s,S)",NA,FALSE,"broccoli.svg","raddish.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_14",15,NA,"button1","raddish.svg","broccoli.svg","keypress(s,S)",NA,TRUE,"broccoli.svg","raddish.svg",NA,"raddish.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_5_15",16,NA,"button2","broccoli.svg","raddish.svg","keypress(l,L)",NA,FALSE,"broccoli.svg","raddish.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Loop_EFGH1",NA,NA,NA,"Continue",NA,NA,"keypress(Enter)",NA,NA,NA,NA,NA,NA
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_0",17,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_1",18,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,FALSE,"tomato.svg","carrot.svg",NA,"tomato.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_2",19,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_3",20,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_4",21,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,FALSE,"tomato.svg","carrot.svg",NA,"tomato.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_5",22,NA,"button1","raddish.svg","broccoli.svg","keypress(s,S)",NA,FALSE,"broccoli.svg","raddish.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_6",23,NA,"button2","broccoli.svg","raddish.svg","keypress(l,L)",NA,FALSE,"broccoli.svg","raddish.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_7",24,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_8",25,NA,"button1","raddish.svg","broccoli.svg","keypress(s,S)",NA,FALSE,"broccoli.svg","raddish.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_9",26,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_10",27,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_7_11",28,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Loop_EFGH2",NA,NA,NA,"Continue",NA,NA,"keypress(Enter)",NA,NA,NA,NA,NA,NA
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_0",29,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_1",30,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,FALSE,"tomato.svg","carrot.svg",NA,"tomato.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_2",31,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_3",32,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_4",33,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_5",34,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,FALSE,"raddish.svg","broccoli.svg",NA,"raddish.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_6",35,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_7",36,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_8",37,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_9",38,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_10",39,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Sequence_risky_choice_EFGH","7_1_0_0_9_11",40,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"5p6hvhmaqv","B","Loop_EFGH3",NA,NA,NA,"Continue",NA,NA,"keypress(Enter)",NA,NA,NA,NA,NA,NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_0",NA,1,"button1","cherry.svg","banana.svg","keypress(s,S)",FALSE,NA,"banana.svg","cherry.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_1",NA,2,"button1","banana.svg","cherry.svg","keypress(s,S)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_2",NA,3,"button2","strawberry.svg","orange.svg","keypress(l,L)",FALSE,NA,"strawberry.svg","orange.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_3",NA,4,"button2","cherry.svg","banana.svg","keypress(l,L)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_4",NA,5,"button2","orange.svg","strawberry.svg","keypress(l,L)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_5",NA,6,"button1","strawberry.svg","orange.svg","keypress(s,S)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_6",NA,7,"button1","banana.svg","cherry.svg","keypress(s,S)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_7",NA,8,"button2","orange.svg","strawberry.svg","keypress(l,L)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_8",NA,9,"button2","cherry.svg","banana.svg","keypress(l,L)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_9",NA,10,"button1","banana.svg","cherry.svg","keypress(s,S)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_10",NA,11,"button2","orange.svg","strawberry.svg","keypress(l,L)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_5_11",NA,12,"button1","strawberry.svg","orange.svg","keypress(s,S)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Loop_fruits1",NA,NA,NA,"Continue",NA,NA,"keypress(Enter)",NA,NA,NA,NA,NA,NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_0",NA,13,"button1","strawberry.svg","orange.svg","keypress(s,S)",FALSE,NA,"orange.svg","strawberry.svg","orange.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_1",NA,14,"button2","orange.svg","strawberry.svg","keypress(l,L)",FALSE,NA,"orange.svg","strawberry.svg","orange.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_2",NA,15,"button1","strawberry.svg","orange.svg","keypress(s,S)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_3",NA,16,"button1","banana.svg","cherry.svg","keypress(s,S)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_4",NA,17,"button2","orange.svg","strawberry.svg","keypress(l,L)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_5",NA,18,"button2","cherry.svg","banana.svg","keypress(l,L)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_6",NA,19,"button1","strawberry.svg","orange.svg","keypress(s,S)",FALSE,NA,"orange.svg","strawberry.svg","orange.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_7",NA,20,"button1","banana.svg","cherry.svg","keypress(s,S)",FALSE,NA,"cherry.svg","banana.svg","cherry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_8",NA,21,"button1","banana.svg","cherry.svg","keypress(s,S)",FALSE,NA,"cherry.svg","banana.svg","cherry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_9",NA,22,"button2","cherry.svg","banana.svg","keypress(l,L)",FALSE,NA,"cherry.svg","banana.svg","cherry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_10",NA,23,"button2","orange.svg","strawberry.svg","keypress(l,L)",FALSE,NA,"orange.svg","strawberry.svg","orange.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_7_11",NA,24,"button2","cherry.svg","banana.svg","keypress(l,L)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Loop_fruits2",NA,NA,NA,"Continue",NA,NA,"keypress(Enter)",NA,NA,NA,NA,NA,NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_0",NA,25,"button1","banana.svg","cherry.svg","keypress(s,S)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_1",NA,26,"button1","banana.svg","cherry.svg","keypress(s,S)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_2",NA,27,"button2","orange.svg","strawberry.svg","keypress(l,L)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_3",NA,28,"button1","strawberry.svg","orange.svg","keypress(s,S)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_4",NA,29,"button1","banana.svg","cherry.svg","keypress(s,S)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_5",NA,30,"button1","strawberry.svg","orange.svg","keypress(s,S)",FALSE,NA,"orange.svg","strawberry.svg","orange.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_6",NA,31,"button1","strawberry.svg","orange.svg","keypress(s,S)",FALSE,NA,"orange.svg","strawberry.svg","orange.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_7",NA,32,"button2","orange.svg","strawberry.svg","keypress(l,L)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_8",NA,33,"button2","orange.svg","strawberry.svg","keypress(l,L)",FALSE,NA,"orange.svg","strawberry.svg","orange.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_9",NA,34,"button2","cherry.svg","banana.svg","keypress(l,L)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_10",NA,35,"button1","strawberry.svg","orange.svg","keypress(s,S)",TRUE,NA,"orange.svg","strawberry.svg","strawberry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_11",NA,36,"button2","orange.svg","strawberry.svg","keypress(l,L)",FALSE,NA,"orange.svg","strawberry.svg","orange.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_12",NA,37,"button2","cherry.svg","banana.svg","keypress(l,L)",FALSE,NA,"cherry.svg","banana.svg","cherry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_13",NA,38,"button2","cherry.svg","banana.svg","keypress(l,L)",FALSE,NA,"cherry.svg","banana.svg","cherry.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_14",NA,39,"button1","banana.svg","cherry.svg","keypress(s,S)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Sequence_fruits","7_1_3_0_9_15",NA,40,"button2","cherry.svg","banana.svg","keypress(l,L)",TRUE,NA,"cherry.svg","banana.svg","banana.svg",NA
"5p6hvhmaqv","B","Loop_fruits3",NA,NA,NA,"Continue",NA,NA,"keypress(Enter)",NA,NA,NA,NA,NA,NA
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_0",1,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_1",2,NA,"button2","carrot.svg","tomato.svg","keypress(l,L)",NA,TRUE,"carrot.svg","tomato.svg",NA,"tomato.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_2",3,NA,"button2","broccoli.svg","raddish.svg","keypress(l,L)",NA,FALSE,"broccoli.svg","raddish.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_3",4,NA,"button2","carrot.svg","tomato.svg","keypress(l,L)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_4",5,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_5",6,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_6",7,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,FALSE,"raddish.svg","broccoli.svg",NA,"raddish.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_7",8,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_8",9,NA,"button1","raddish.svg","broccoli.svg","keypress(s,S)",NA,FALSE,"broccoli.svg","raddish.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_9",10,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_10",11,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_11",12,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_12",13,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_13",14,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_14",15,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_5_15",16,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"ebzkd9py43","B","Loop_EFGH1",NA,NA,NA,"Continue",NA,NA,"keypress(Enter)",NA,NA,NA,NA,NA,NA
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_0",17,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_1",18,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_2",19,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,FALSE,"tomato.svg","carrot.svg",NA,"tomato.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_3",20,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_4",21,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,FALSE,"tomato.svg","carrot.svg",NA,"tomato.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_5",22,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_6",23,NA,"button2","broccoli.svg","raddish.svg","keypress(l,L)",NA,TRUE,"broccoli.svg","raddish.svg",NA,"raddish.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_7",24,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_8",25,NA,"button1","tomato.svg","carrot.svg","keypress(s,S)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_9",26,NA,"button2","carrot.svg","tomato.svg","keypress(l,L)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_10",27,NA,"button1","carrot.svg","tomato.svg","keypress(s,S)",NA,TRUE,"tomato.svg","carrot.svg",NA,"carrot.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_7_11",28,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Loop_EFGH2",NA,NA,NA,"Continue",NA,NA,"keypress(Enter)",NA,NA,NA,NA,NA,NA
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_9_0",29,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_9_1",30,NA,"button2","tomato.svg","carrot.svg","keypress(l,L)",NA,FALSE,"tomato.svg","carrot.svg",NA,"tomato.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_9_2",31,NA,"button1","broccoli.svg","raddish.svg","keypress(s,S)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_9_3",32,NA,"button2","carrot.svg","tomato.svg","keypress(l,L)",NA,FALSE,"carrot.svg","tomato.svg",NA,"carrot.svg"
"ebzkd9py43","B","Sequence_risky_choice_EFGH","7_1_0_0_9_4",33,NA,"button2","raddish.svg","broccoli.svg","keypress(l,L)",NA,TRUE,"raddish.svg","broccoli.svg",NA,"broccoli.svg"
